"chrom"	"start"	"end"	"pfam_id"	"domain_len"	"msa_pos"	"gene_symbol"	"hmc"
17	41258517	41258518	"PF13923"	261	240	"BRCA1"	1.111
17	41258518	41258519	"PF00097"	220	205	"BRCA1"	1.471
17	41258518	41258519	"PF13445"	207	200	"BRCA1"	1.225
17	41258518	41258519	"PF13920"	183	159	"BRCA1"	1.393
17	41258518	41258519	"PF13923"	261	240	"BRCA1"	1.111
17	41258519	41258520	"PF00097"	220	204	"BRCA1"	1.493
17	41258519	41258520	"PF13445"	207	199	"BRCA1"	1.36
17	41258519	41258520	"PF13920"	183	158	"BRCA1"	1.935
17	41258519	41258520	"PF13923"	261	231	"BRCA1"	1.211
17	41258520	41258521	"PF00097"	220	204	"BRCA1"	1.493
17	41258520	41258521	"PF13445"	207	199	"BRCA1"	1.36
17	41258520	41258521	"PF13920"	183	158	"BRCA1"	1.935
17	41258520	41258521	"PF13923"	261	231	"BRCA1"	1.211
17	41258521	41258522	"PF00097"	220	204	"BRCA1"	1.493
17	41258521	41258522	"PF13445"	207	199	"BRCA1"	1.36
17	41258521	41258522	"PF13920"	183	158	"BRCA1"	1.935
17	41258521	41258522	"PF13923"	261	231	"BRCA1"	1.211
17	41258522	41258523	"PF00097"	220	176	"BRCA1"	1.031
17	41258522	41258523	"PF13445"	207	197	"BRCA1"	1.082
17	41258522	41258523	"PF13920"	183	139	"BRCA1"	1.052
17	41258522	41258523	"PF13923"	261	220	"BRCA1"	1.284
17	41258523	41258524	"PF00097"	220	176	"BRCA1"	1.031
17	41258523	41258524	"PF13445"	207	197	"BRCA1"	1.082
17	41258523	41258524	"PF13920"	183	139	"BRCA1"	1.052
17	41258523	41258524	"PF13923"	261	220	"BRCA1"	1.284
17	41258524	41258525	"PF00097"	220	176	"BRCA1"	1.031
17	41258524	41258525	"PF13445"	207	197	"BRCA1"	1.082
17	41258524	41258525	"PF13920"	183	139	"BRCA1"	1.052
17	41258524	41258525	"PF13923"	261	220	"BRCA1"	1.284
17	41258525	41258526	"PF00097"	220	175	"BRCA1"	1.104
17	41258525	41258526	"PF13445"	207	195	"BRCA1"	1.099
17	41258525	41258526	"PF13920"	183	138	"BRCA1"	1.304
17	41258525	41258526	"PF13923"	261	209	"BRCA1"	1.139
17	41258526	41258527	"PF00097"	220	175	"BRCA1"	1.104
17	41258526	41258527	"PF13445"	207	195	"BRCA1"	1.099
17	41258526	41258527	"PF13920"	183	138	"BRCA1"	1.304
17	41258526	41258527	"PF13923"	261	209	"BRCA1"	1.139
17	41258527	41258528	"PF00097"	220	175	"BRCA1"	1.104
17	41258527	41258528	"PF13445"	207	195	"BRCA1"	1.099
17	41258527	41258528	"PF13920"	183	138	"BRCA1"	1.304
17	41258527	41258528	"PF13923"	261	209	"BRCA1"	1.139
17	41258529	41258530	"PF00097"	220	174	"BRCA1"	0.897
17	41258529	41258530	"PF13445"	207	194	"BRCA1"	1.324
17	41258529	41258530	"PF13920"	183	136	"BRCA1"	0.821
17	41258529	41258530	"PF13923"	261	197	"BRCA1"	0.986
17	41258530	41258531	"PF00097"	220	174	"BRCA1"	0.897
17	41258530	41258531	"PF13445"	207	194	"BRCA1"	1.324
17	41258530	41258531	"PF13920"	183	136	"BRCA1"	0.821
17	41258530	41258531	"PF13923"	261	197	"BRCA1"	0.986
17	41258532	41258533	"PF00097"	220	173	"BRCA1"	0.812
17	41258532	41258533	"PF13445"	207	192	"BRCA1"	1.484
17	41258532	41258533	"PF13920"	183	135	"BRCA1"	0.789
17	41258532	41258533	"PF13923"	261	188	"BRCA1"	0.716
17	41258533	41258534	"PF00097"	220	173	"BRCA1"	0.812
17	41258533	41258534	"PF13445"	207	192	"BRCA1"	1.484
17	41258533	41258534	"PF13920"	183	135	"BRCA1"	0.789
17	41258533	41258534	"PF13923"	261	188	"BRCA1"	0.716
17	41258534	41258535	"PF00097"	220	170	"BRCA1"	1.033
17	41258534	41258535	"PF13445"	207	191	"BRCA1"	1.122
17	41258534	41258535	"PF13920"	183	132	"BRCA1"	0.882
17	41258534	41258535	"PF13923"	261	181	"BRCA1"	1.112
17	41258535	41258536	"PF00097"	220	170	"BRCA1"	1.033
17	41258535	41258536	"PF13445"	207	191	"BRCA1"	1.122
17	41258535	41258536	"PF13920"	183	132	"BRCA1"	0.882
17	41258535	41258536	"PF13923"	261	181	"BRCA1"	1.112
17	41258536	41258537	"PF00097"	220	170	"BRCA1"	1.033
17	41258536	41258537	"PF13445"	207	191	"BRCA1"	1.122
17	41258536	41258537	"PF13920"	183	132	"BRCA1"	0.882
17	41258536	41258537	"PF13923"	261	181	"BRCA1"	1.112
17	41258538	41258539	"PF00097"	220	167	"BRCA1"	1.059
17	41258538	41258539	"PF13445"	207	190	"BRCA1"	0.816
17	41258538	41258539	"PF13920"	183	130	"BRCA1"	1.116
17	41258538	41258539	"PF13923"	261	172	"BRCA1"	1.047
17	41258539	41258540	"PF00097"	220	167	"BRCA1"	1.059
17	41258539	41258540	"PF13445"	207	190	"BRCA1"	0.816
17	41258539	41258540	"PF13920"	183	130	"BRCA1"	1.116
17	41258539	41258540	"PF13923"	261	172	"BRCA1"	1.047
17	41258540	41258541	"PF00097"	220	161	"BRCA1"	0.938
17	41258540	41258541	"PF13445"	207	134	"BRCA1"	1.161
17	41258540	41258541	"PF13920"	183	128	"BRCA1"	1.055
17	41258540	41258541	"PF13923"	261	161	"BRCA1"	0.942
17	41258541	41258542	"PF00097"	220	161	"BRCA1"	0.938
17	41258541	41258542	"PF13445"	207	134	"BRCA1"	1.161
17	41258541	41258542	"PF13920"	183	128	"BRCA1"	1.055
17	41258541	41258542	"PF13923"	261	161	"BRCA1"	0.942
17	41258542	41258543	"PF00097"	220	161	"BRCA1"	0.938
17	41258542	41258543	"PF13445"	207	134	"BRCA1"	1.161
17	41258542	41258543	"PF13920"	183	128	"BRCA1"	1.055
17	41258542	41258543	"PF13923"	261	161	"BRCA1"	0.942
17	41258543	41258544	"PF00097"	220	155	"BRCA1"	0.764
17	41258543	41258544	"PF13445"	207	133	"BRCA1"	0.822
17	41258543	41258544	"PF13920"	183	127	"BRCA1"	0.843
17	41258543	41258544	"PF13923"	261	156	"BRCA1"	0.758
17	41258544	41258545	"PF00097"	220	155	"BRCA1"	0.764
17	41258544	41258545	"PF13445"	207	133	"BRCA1"	0.822
17	41258544	41258545	"PF13920"	183	127	"BRCA1"	0.843
17	41258544	41258545	"PF13923"	261	156	"BRCA1"	0.758
17	41258545	41258546	"PF00097"	220	155	"BRCA1"	0.764
17	41258545	41258546	"PF13445"	207	133	"BRCA1"	0.822
17	41258545	41258546	"PF13920"	183	127	"BRCA1"	0.843
17	41258545	41258546	"PF13923"	261	156	"BRCA1"	0.758
17	41258546	41258547	"PF00097"	220	144	"BRCA1"	1.193
17	41258546	41258547	"PF13445"	207	132	"BRCA1"	1.362
17	41258546	41258547	"PF13920"	183	120	"BRCA1"	1.331
17	41258546	41258547	"PF13923"	261	154	"BRCA1"	1.373
17	41258547	41258548	"PF00097"	220	144	"BRCA1"	1.193
17	41258547	41258548	"PF13445"	207	132	"BRCA1"	1.362
17	41258547	41258548	"PF13920"	183	120	"BRCA1"	1.331
17	41258547	41258548	"PF13923"	261	154	"BRCA1"	1.373
17	41258548	41258549	"PF00097"	220	144	"BRCA1"	1.193
17	41258548	41258549	"PF13445"	207	132	"BRCA1"	1.362
17	41258548	41258549	"PF13920"	183	120	"BRCA1"	1.331
17	41258548	41258549	"PF13923"	261	154	"BRCA1"	1.373
17	41258549	41258550	"PF00097"	220	137	"BRCA1"	1.181
17	41258549	41258550	"PF13445"	207	129	"BRCA1"	1.356
17	41258549	41258550	"PF13920"	183	110	"BRCA1"	1.206
17	41258549	41258550	"PF13923"	261	149	"BRCA1"	1.153
17	41267742	41267743	"PF00097"	220	137	"BRCA1"	1.181
17	41267742	41267743	"PF13445"	207	129	"BRCA1"	1.356
17	41267742	41267743	"PF13920"	183	110	"BRCA1"	1.206
17	41267742	41267743	"PF13923"	261	149	"BRCA1"	1.153
17	41267743	41267744	"PF00097"	220	137	"BRCA1"	1.181
17	41267743	41267744	"PF13445"	207	129	"BRCA1"	1.356
17	41267743	41267744	"PF13920"	183	110	"BRCA1"	1.206
17	41267743	41267744	"PF13923"	261	149	"BRCA1"	1.153
17	41267744	41267745	"PF00097"	220	129	"BRCA1"	0.675
17	41267744	41267745	"PF13445"	207	127	"BRCA1"	0.723
17	41267744	41267745	"PF13920"	183	102	"BRCA1"	0.584
17	41267744	41267745	"PF13923"	261	144	"BRCA1"	0.741
17	41267745	41267746	"PF00097"	220	129	"BRCA1"	0.675
17	41267745	41267746	"PF13445"	207	127	"BRCA1"	0.723
17	41267745	41267746	"PF13920"	183	102	"BRCA1"	0.584
17	41267745	41267746	"PF13923"	261	144	"BRCA1"	0.741
17	41267746	41267747	"PF00097"	220	129	"BRCA1"	0.675
17	41267746	41267747	"PF13445"	207	127	"BRCA1"	0.723
17	41267746	41267747	"PF13920"	183	102	"BRCA1"	0.584
17	41267746	41267747	"PF13923"	261	144	"BRCA1"	0.741
17	41267747	41267748	"PF00097"	220	127	"BRCA1"	0.872
17	41267747	41267748	"PF13445"	207	126	"BRCA1"	0.96
17	41267747	41267748	"PF13920"	183	100	"BRCA1"	0.849
17	41267747	41267748	"PF13923"	261	140	"BRCA1"	0.907
17	41267748	41267749	"PF00097"	220	127	"BRCA1"	0.872
17	41267748	41267749	"PF13445"	207	126	"BRCA1"	0.96
17	41267748	41267749	"PF13920"	183	100	"BRCA1"	0.849
17	41267748	41267749	"PF13923"	261	140	"BRCA1"	0.907
17	41267749	41267750	"PF00097"	220	127	"BRCA1"	0.872
17	41267749	41267750	"PF13445"	207	126	"BRCA1"	0.96
17	41267749	41267750	"PF13920"	183	100	"BRCA1"	0.849
17	41267749	41267750	"PF13923"	261	140	"BRCA1"	0.907
17	41267750	41267751	"PF00097"	220	122	"BRCA1"	0.932
17	41267750	41267751	"PF13445"	207	124	"BRCA1"	0.869
17	41267750	41267751	"PF13920"	183	93	"BRCA1"	0.858
17	41267750	41267751	"PF13923"	261	132	"BRCA1"	0.996
17	41267751	41267752	"PF00097"	220	122	"BRCA1"	0.932
17	41267751	41267752	"PF13445"	207	124	"BRCA1"	0.869
17	41267751	41267752	"PF13920"	183	93	"BRCA1"	0.858
17	41267751	41267752	"PF13923"	261	132	"BRCA1"	0.996
17	41267752	41267753	"PF00097"	220	122	"BRCA1"	0.932
17	41267752	41267753	"PF13445"	207	124	"BRCA1"	0.869
17	41267752	41267753	"PF13920"	183	93	"BRCA1"	0.858
17	41267752	41267753	"PF13923"	261	132	"BRCA1"	0.996
17	41267753	41267754	"PF00097"	220	116	"BRCA1"	0.666
17	41267753	41267754	"PF13445"	207	122	"BRCA1"	0.77
17	41267753	41267754	"PF13920"	183	91	"BRCA1"	0.502
17	41267753	41267754	"PF13923"	261	123	"BRCA1"	0.678
17	41267754	41267755	"PF00097"	220	116	"BRCA1"	0.666
17	41267754	41267755	"PF13445"	207	122	"BRCA1"	0.77
17	41267754	41267755	"PF13920"	183	91	"BRCA1"	0.502
17	41267754	41267755	"PF13923"	261	123	"BRCA1"	0.678
17	41267755	41267756	"PF00097"	220	116	"BRCA1"	0.666
17	41267755	41267756	"PF13445"	207	122	"BRCA1"	0.77
17	41267755	41267756	"PF13920"	183	91	"BRCA1"	0.502
17	41267755	41267756	"PF13923"	261	123	"BRCA1"	0.678
17	41267756	41267757	"PF00097"	220	107	"BRCA1"	1.099
17	41267756	41267757	"PF13445"	207	109	"BRCA1"	1.11
17	41267756	41267757	"PF13920"	183	87	"BRCA1"	1.063
17	41267756	41267757	"PF13923"	261	114	"BRCA1"	1.223
17	41267757	41267758	"PF00097"	220	107	"BRCA1"	1.099
17	41267757	41267758	"PF13445"	207	109	"BRCA1"	1.11
17	41267757	41267758	"PF13920"	183	87	"BRCA1"	1.063
17	41267757	41267758	"PF13923"	261	114	"BRCA1"	1.223
17	41267758	41267759	"PF00097"	220	107	"BRCA1"	1.099
17	41267758	41267759	"PF13445"	207	109	"BRCA1"	1.11
17	41267758	41267759	"PF13920"	183	87	"BRCA1"	1.063
17	41267758	41267759	"PF13923"	261	114	"BRCA1"	1.223
17	41267759	41267760	"PF00097"	220	99	"BRCA1"	0.607
17	41267759	41267760	"PF13445"	207	106	"BRCA1"	0.731
17	41267759	41267760	"PF13920"	183	79	"BRCA1"	0.567
17	41267759	41267760	"PF13923"	261	106	"BRCA1"	0.587
17	41267760	41267761	"PF00097"	220	99	"BRCA1"	0.607
17	41267760	41267761	"PF13445"	207	106	"BRCA1"	0.731
17	41267760	41267761	"PF13920"	183	79	"BRCA1"	0.567
17	41267760	41267761	"PF13923"	261	106	"BRCA1"	0.587
17	41267761	41267762	"PF00097"	220	99	"BRCA1"	0.607
17	41267761	41267762	"PF13445"	207	106	"BRCA1"	0.731
17	41267761	41267762	"PF13920"	183	79	"BRCA1"	0.567
17	41267761	41267762	"PF13923"	261	106	"BRCA1"	0.587
17	41267762	41267763	"PF00097"	220	97	"BRCA1"	1.039
17	41267762	41267763	"PF13445"	207	80	"BRCA1"	1.175
17	41267762	41267763	"PF13920"	183	63	"BRCA1"	1.102
17	41267762	41267763	"PF13923"	261	105	"BRCA1"	1.008
17	41267763	41267764	"PF00097"	220	97	"BRCA1"	1.039
17	41267763	41267764	"PF13445"	207	80	"BRCA1"	1.175
17	41267763	41267764	"PF13920"	183	63	"BRCA1"	1.102
17	41267763	41267764	"PF13923"	261	105	"BRCA1"	1.008
17	41267764	41267765	"PF00097"	220	97	"BRCA1"	1.039
17	41267764	41267765	"PF13445"	207	80	"BRCA1"	1.175
17	41267764	41267765	"PF13920"	183	63	"BRCA1"	1.102
17	41267764	41267765	"PF13923"	261	105	"BRCA1"	1.008
17	41267766	41267767	"PF00097"	220	94	"BRCA1"	0.874
17	41267766	41267767	"PF13445"	207	77	"BRCA1"	1.006
17	41267766	41267767	"PF13920"	183	57	"BRCA1"	0.97
17	41267766	41267767	"PF13923"	261	91	"BRCA1"	1.008
17	41267767	41267768	"PF00097"	220	94	"BRCA1"	0.874
17	41267767	41267768	"PF13445"	207	77	"BRCA1"	1.006
17	41267767	41267768	"PF13920"	183	57	"BRCA1"	0.97
17	41267767	41267768	"PF13923"	261	91	"BRCA1"	1.008
17	41267769	41267770	"PF00097"	220	93	"BRCA1"	1.025
17	41267769	41267770	"PF13445"	207	76	"BRCA1"	1.163
17	41267769	41267770	"PF13920"	183	52	"BRCA1"	0.854
17	41267769	41267770	"PF13923"	261	90	"BRCA1"	1.075
17	41267770	41267771	"PF00097"	220	93	"BRCA1"	1.025
17	41267770	41267771	"PF13445"	207	76	"BRCA1"	1.163
17	41267770	41267771	"PF13920"	183	52	"BRCA1"	0.854
17	41267770	41267771	"PF13923"	261	90	"BRCA1"	1.075
17	41267772	41267773	"PF00097"	220	33	"BRCA1"	1.177
17	41267772	41267773	"PF13445"	207	73	"BRCA1"	1.162
17	41267772	41267773	"PF13920"	183	48	"BRCA1"	1.173
17	41267772	41267773	"PF13923"	261	85	"BRCA1"	1.053
17	41267773	41267774	"PF00097"	220	33	"BRCA1"	1.177
17	41267773	41267774	"PF13445"	207	73	"BRCA1"	1.162
17	41267773	41267774	"PF13920"	183	48	"BRCA1"	1.173
17	41267773	41267774	"PF13923"	261	85	"BRCA1"	1.053
17	41267775	41267776	"PF00097"	220	32	"BRCA1"	0.967
17	41267775	41267776	"PF13445"	207	59	"BRCA1"	0.932
17	41267775	41267776	"PF13920"	183	43	"BRCA1"	0.93
17	41267775	41267776	"PF13923"	261	66	"BRCA1"	0.921
17	41267776	41267777	"PF00097"	220	32	"BRCA1"	0.967
17	41267776	41267777	"PF13445"	207	59	"BRCA1"	0.932
17	41267776	41267777	"PF13920"	183	43	"BRCA1"	0.93
17	41267776	41267777	"PF13923"	261	66	"BRCA1"	0.921
17	41267777	41267778	"PF00097"	220	31	"BRCA1"	1.098
17	41267777	41267778	"PF13445"	207	58	"BRCA1"	1.248
17	41267777	41267778	"PF13920"	183	36	"BRCA1"	1.036
17	41267777	41267778	"PF13923"	261	55	"BRCA1"	0.973
17	41267778	41267779	"PF00097"	220	31	"BRCA1"	1.098
17	41267778	41267779	"PF13445"	207	58	"BRCA1"	1.248
17	41267778	41267779	"PF13920"	183	36	"BRCA1"	1.036
17	41267778	41267779	"PF13923"	261	55	"BRCA1"	0.973
17	41267779	41267780	"PF00097"	220	31	"BRCA1"	1.098
17	41267779	41267780	"PF13445"	207	58	"BRCA1"	1.248
17	41267779	41267780	"PF13920"	183	36	"BRCA1"	1.036
17	41267779	41267780	"PF13923"	261	55	"BRCA1"	0.973
17	41267780	41267781	"PF00097"	220	28	"BRCA1"	1.192
17	41267780	41267781	"PF13445"	207	17	"BRCA1"	1.275
17	41267780	41267781	"PF13920"	183	35	"BRCA1"	1.089
17	41267780	41267781	"PF13923"	261	46	"BRCA1"	1.084
17	41267781	41267782	"PF00097"	220	28	"BRCA1"	1.192
17	41267781	41267782	"PF13445"	207	17	"BRCA1"	1.275
17	41267781	41267782	"PF13920"	183	35	"BRCA1"	1.089
17	41267781	41267782	"PF13923"	261	46	"BRCA1"	1.084
17	41267782	41267783	"PF00097"	220	28	"BRCA1"	1.192
17	41267782	41267783	"PF13445"	207	17	"BRCA1"	1.275
17	41267782	41267783	"PF13920"	183	35	"BRCA1"	1.089
17	41267782	41267783	"PF13923"	261	46	"BRCA1"	1.084
17	41267783	41267784	"PF00097"	220	24	"BRCA1"	1.138
17	41267783	41267784	"PF13445"	207	16	"BRCA1"	1.066
17	41267783	41267784	"PF13920"	183	34	"BRCA1"	1.231
17	41267783	41267784	"PF13923"	261	35	"BRCA1"	1.289
17	41267784	41267785	"PF00097"	220	24	"BRCA1"	1.138
17	41267784	41267785	"PF13445"	207	16	"BRCA1"	1.066
17	41267784	41267785	"PF13920"	183	34	"BRCA1"	1.231
17	41267784	41267785	"PF13923"	261	35	"BRCA1"	1.289
17	41267785	41267786	"PF00097"	220	24	"BRCA1"	1.138
17	41267785	41267786	"PF13445"	207	16	"BRCA1"	1.066
17	41267785	41267786	"PF13920"	183	34	"BRCA1"	1.231
17	41267785	41267786	"PF13923"	261	35	"BRCA1"	1.289
17	41267786	41267787	"PF00097"	220	20	"BRCA1"	1.29
17	41267786	41267787	"PF13445"	207	15	"BRCA1"	1.259
17	41267786	41267787	"PF13920"	183	24	"BRCA1"	1.402
17	41267786	41267787	"PF13923"	261	28	"BRCA1"	1.324
17	41267787	41267788	"PF00097"	220	20	"BRCA1"	1.29
17	41267787	41267788	"PF13445"	207	15	"BRCA1"	1.259
17	41267787	41267788	"PF13920"	183	24	"BRCA1"	1.402
17	41267787	41267788	"PF13923"	261	28	"BRCA1"	1.324
17	41267788	41267789	"PF00097"	220	20	"BRCA1"	1.29
17	41267788	41267789	"PF13445"	207	15	"BRCA1"	1.259
17	41267788	41267789	"PF13920"	183	24	"BRCA1"	1.402
17	41267788	41267789	"PF13923"	261	28	"BRCA1"	1.324
17	41267789	41267790	"PF00097"	220	14	"BRCA1"	1.104
17	41267789	41267790	"PF13445"	207	8	"BRCA1"	1.177
17	41267789	41267790	"PF13920"	183	11	"BRCA1"	1.153
17	41267789	41267790	"PF13923"	261	20	"BRCA1"	1.081
17	41267790	41267791	"PF00097"	220	14	"BRCA1"	1.104
17	41267790	41267791	"PF13445"	207	8	"BRCA1"	1.177
17	41267790	41267791	"PF13920"	183	11	"BRCA1"	1.153
17	41267790	41267791	"PF13923"	261	20	"BRCA1"	1.081
17	41267791	41267792	"PF00097"	220	14	"BRCA1"	1.104
17	41267791	41267792	"PF13445"	207	8	"BRCA1"	1.177
17	41267791	41267792	"PF13920"	183	11	"BRCA1"	1.153
17	41267791	41267792	"PF13923"	261	20	"BRCA1"	1.081
17	41267793	41267794	"PF00097"	220	8	"BRCA1"	1.102
17	41267793	41267794	"PF13445"	207	5	"BRCA1"	1.36
17	41267793	41267794	"PF13920"	183	10	"BRCA1"	1.156
17	41267793	41267794	"PF13923"	261	10	"BRCA1"	1.209
17	41267794	41267795	"PF00097"	220	8	"BRCA1"	1.102
17	41267794	41267795	"PF13445"	207	5	"BRCA1"	1.36
17	41267794	41267795	"PF13920"	183	10	"BRCA1"	1.156
17	41267794	41267795	"PF13923"	261	10	"BRCA1"	1.209
17	41267795	41267796	"PF00097"	220	4	"BRCA1"	0.762
17	41267795	41267796	"PF13445"	207	4	"BRCA1"	0.842
17	41267795	41267796	"PF13920"	183	9	"BRCA1"	0.663
17	41267795	41267796	"PF13923"	261	5	"BRCA1"	0.851
17	41276033	41276034	"PF00097"	220	4	"BRCA1"	0.762
17	41276033	41276034	"PF13445"	207	4	"BRCA1"	0.842
17	41276033	41276034	"PF13920"	183	9	"BRCA1"	0.663
17	41276033	41276034	"PF13923"	261	5	"BRCA1"	0.851
17	41276034	41276035	"PF00097"	220	4	"BRCA1"	0.762
17	41276034	41276035	"PF13445"	207	4	"BRCA1"	0.842
17	41276034	41276035	"PF13920"	183	9	"BRCA1"	0.663
17	41276034	41276035	"PF13923"	261	5	"BRCA1"	0.851
17	41276035	41276036	"PF00097"	220	3	"BRCA1"	1.175
17	41276035	41276036	"PF13445"	207	3	"BRCA1"	1.334
17	41276035	41276036	"PF13920"	183	8	"BRCA1"	1.064
17	41276035	41276036	"PF13923"	261	4	"BRCA1"	1.06
17	41276036	41276037	"PF00097"	220	3	"BRCA1"	1.175
17	41276036	41276037	"PF13445"	207	3	"BRCA1"	1.334
17	41276036	41276037	"PF13920"	183	8	"BRCA1"	1.064
17	41276036	41276037	"PF13923"	261	4	"BRCA1"	1.06
17	41276037	41276038	"PF00097"	220	3	"BRCA1"	1.175
17	41276037	41276038	"PF13445"	207	3	"BRCA1"	1.334
17	41276037	41276038	"PF13920"	183	8	"BRCA1"	1.064
17	41276037	41276038	"PF13923"	261	4	"BRCA1"	1.06
17	41276039	41276040	"PF00097"	220	2	"BRCA1"	1.191
17	41276039	41276040	"PF13445"	207	2	"BRCA1"	1.132
17	41276039	41276040	"PF13920"	183	7	"BRCA1"	1.256
17	41276039	41276040	"PF13923"	261	3	"BRCA1"	1.152
17	41276040	41276041	"PF00097"	220	2	"BRCA1"	1.191
17	41276040	41276041	"PF13445"	207	2	"BRCA1"	1.132
17	41276040	41276041	"PF13920"	183	7	"BRCA1"	1.256
17	41276040	41276041	"PF13923"	261	3	"BRCA1"	1.152
17	41276041	41276042	"PF00097"	220	1	"BRCA1"	0.774
17	41276041	41276042	"PF13445"	207	1	"BRCA1"	0.884
17	41276041	41276042	"PF13920"	183	5	"BRCA1"	0.712
17	41276041	41276042	"PF13923"	261	2	"BRCA1"	0.762
17	41276042	41276043	"PF00097"	220	1	"BRCA1"	0.774
17	41276042	41276043	"PF13445"	207	1	"BRCA1"	0.884
17	41276042	41276043	"PF13920"	183	5	"BRCA1"	0.712
17	41276042	41276043	"PF13923"	261	2	"BRCA1"	0.762
17	41276043	41276044	"PF00097"	220	1	"BRCA1"	0.774
17	41276043	41276044	"PF13445"	207	1	"BRCA1"	0.884
17	41276043	41276044	"PF13920"	183	5	"BRCA1"	0.712
17	41276043	41276044	"PF13923"	261	2	"BRCA1"	0.762
17	41276044	41276045	"PF13920"	183	4	"BRCA1"	1.316
17	41276044	41276045	"PF13923"	261	1	"BRCA1"	1.195
17	41276045	41276046	"PF13920"	183	4	"BRCA1"	1.316
17	41276045	41276046	"PF13923"	261	1	"BRCA1"	1.195
17	41276046	41276047	"PF13920"	183	4	"BRCA1"	1.316
17	41276046	41276047	"PF13923"	261	1	"BRCA1"	1.195
17	41276047	41276048	"PF13920"	183	3	"BRCA1"	1.331
17	41276048	41276049	"PF13920"	183	3	"BRCA1"	1.331
17	41276049	41276050	"PF13920"	183	3	"BRCA1"	1.331
